Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HouseStyle,KitchenAbvGr,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,BasementFinishedPercent,BsmtCondNum,BsmtExposureNum,BsmtFinType1Num,BsmtFinType2Num,BsmtQualNum,BuildingAge,ExterCondNum,ExterQualNum,FenceNum,FireplaceQuNum,GarageAge,GarageCondNum,GarageFinishNum,GarageQualNum,HeatingQCNum,KitchenQualNum,OverallQualOverallCond,OverallQualTotalAreaSFMultiplied,PoolQCNum,QualSquared,RemodelledAge,RoomSize,SumAge,TotalAreaSF,BeforeCrisis,Floors,TotalAreaSFBinned,Year,NeighborhoodOverallQualMean,NeighborhoodTotalAreaSFMean
703,1032,780,0,No,4,2fmCon,0.0,0.0,0.0,0.0,360.0,Y,Feedr,Norm,SBrkr,40,Wd Sdng,Wd Sdng,1,BrkTil,2,Typ,672.0,2.0,Detchd,1999.0,1812,0,GasA,2Story,2,Lvl,Gtl,7630,Inside,76.0,Reg,0,190,RM,0.0,None,No,0,5,OldTown,0,9,5,N,0,CompShg,Gable,Normal,WD,0,Pave,8,360.0,AllPub,344,1900,1996,2010,0.0,3,0,1,1,4,110,4,3,3,1,11.0,3,1,3,4,4,14,10860.0,4,25,14,1820,124,2172.0,0.0,1.0,4.0,4.0,5.205020920502092,2229.648535564854
704,1484,0,144,No,3,1Fam,712.0,0.0,1.0,0.0,761.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,606.0,2.0,Attchd,2004.0,1484,0,GasA,1Story,1,Lvl,Gtl,8400,Inside,70.0,Reg,0,20,RL,109.0,BrkFace,No,0,5,CollgCr,35,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,1473.0,AllPub,0,2004,2005,2010,0.48336727766463,3,2,6,1,4,6,3,4,0,0,6.0,3,2,3,5,4,12,20699.0,4,49,5,1491,11,2957.0,0.0,0.0,6.0,4.0,6.677902621722846,2654.1685393258426
705,372,720,0,No,3,2fmCon,0.0,0.0,0.0,0.0,0.0,N,Norm,Norm,SBrkr,0,VinylSd,Wd Shng,0,Slab,2,Mod,0.0,0.0,No,0.0,1092,0,GasA,2Story,2,Lvl,Gtl,5600,Inside,70.0,Reg,0,190,RM,0.0,None,Othr,3500,7,IDOTRR,0,5,4,N,0,CompShg,Hip,Normal,WD,0,Pave,7,0.0,AllPub,0,1930,1950,2010,0.0,0,0,0,0,0,80,2,2,0,0,0.0,0,0,0,2,2,9,4368.0,4,16,60,1099,140,1092.0,0.0,1.0,1.0,4.0,4.731182795698925,1920.5698924731182
706,1824,0,0,No,2,1Fam,1219.0,0.0,1.0,0.0,424.0,Y,Norm,Norm,SBrkr,0,Plywood,Plywood,2,CBlock,2,Typ,739.0,2.0,Attchd,1971.0,1824,0,GasA,1Story,1,Low,Sev,115149,CulDSac,69.30579531442663,IR2,0,20,RL,351.0,Stone,No,0,6,ClearCr,48,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1643.0,AllPub,380,1971,2002,2007,0.7419354838709677,3,3,6,1,4,36,3,3,0,3,36.0,3,1,3,3,4,12,24269.0,4,49,5,1829,41,3467.0,1.0,0.0,8.0,1.0,5.9772727272727275,2950.7727272727275
707,1324,0,0,No,2,TwnhsE,863.0,0.0,1.0,0.0,461.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,1,PConc,2,Typ,550.0,2.0,Attchd,2006.0,1324,0,GasA,1Story,1,Lvl,Gtl,6240,Inside,48.0,Reg,0,120,RL,176.0,BrkFace,No,0,12,NridgHt,38,5,8,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,1324.0,AllPub,192,2006,2006,2009,0.6518126888217523,3,0,6,1,4,3,3,4,0,4,3.0,3,3,3,5,4,13,21184.0,4,64,3,1330,6,2648.0,1.0,0.0,6.0,3.0,8.27710843373494,3564.2831325301204
708,728,728,0,No,3,1Fam,0.0,0.0,0.0,0.0,728.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,400.0,2.0,Attchd,2007.0,1456,1,GasA,2Story,1,Lvl,Gtl,9018,Inside,65.0,IR1,0,60,RL,0.0,None,No,0,7,Gilbert,24,5,7,Y,0,CompShg,Hip,Partial,New,0,Pave,8,728.0,AllPub,100,2007,2007,2007,0.0,3,2,1,1,4,0,3,4,0,4,0.0,3,3,3,5,4,12,15288.0,4,49,0,1464,0,2184.0,1.0,1.0,4.0,1.0,6.515151515151516,2496.2
709,904,0,0,No,3,1Fam,0.0,0.0,0.0,0.0,876.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,0,PConc,1,Typ,408.0,1.0,Attchd,1966.0,904,0,GasA,1Story,1,Lvl,Gtl,7162,Inside,69.30579531442663,IR1,0,20,RL,41.0,BrkCmn,No,0,12,Sawyer,0,7,5,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,6,876.0,AllPub,0,1966,1966,2008,0.0,3,0,1,1,3,42,3,3,3,0,42.0,3,1,3,3,3,12,8900.0,4,25,42,910,84,1780.0,1.0,0.0,3.0,2.0,5.066225165562914,2135.582781456954
710,729,0,0,No,2,1Fam,0.0,0.0,0.0,0.0,270.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,CBlock,1,Maj2,0.0,0.0,No,0.0,729,0,GasA,1Story,1,Lvl,Gtl,4130,Inside,56.0,IR1,0,30,RL,0.0,None,No,0,7,BrkSide,0,6,3,N,0,CompShg,Gable,Normal,WD,0,Pave,5,270.0,AllPub,0,1935,2003,2008,0.0,3,0,1,1,3,73,3,4,0,0,0.0,0,0,0,4,3,9,2997.0,4,9,5,734,78,999.0,1.0,0.0,1.0,2.0,5.12037037037037,1991.7314814814815
711,859,319,0,Pave,2,1Fam,0.0,0.0,0.0,0.0,859.0,Y,Norm,Norm,SBrkr,98,MetalSd,MetalSd,0,Stone,1,Typ,384.0,1.0,Detchd,1964.0,1178,0,GasA,1.5Fin,1,HLS,Mod,8712,Inside,66.0,Reg,0,50,C (all),0.0,None,No,0,1,IDOTRR,0,7,4,N,0,CompShg,Gable,Abnorml,WD,0,Pave,7,859.0,AllPub,68,1900,1950,2010,0.0,3,1,1,1,3,110,3,3,0,0,46.0,3,2,3,4,3,11,8148.0,4,16,60,1185,170,2037.0,0.0,0.0,4.0,4.0,4.731182795698925,1920.5698924731182
712,1228,0,0,No,2,TwnhsE,767.0,0.0,1.0,0.0,461.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,1,PConc,2,Typ,472.0,2.0,Attchd,1988.0,1228,0,GasA,1Story,1,HLS,Gtl,4671,Inside,40.0,IR1,0,120,RL,0.0,None,No,0,10,StoneBr,120,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1228.0,AllPub,168,1988,1989,2008,0.6245928338762216,3,1,6,1,4,20,3,4,0,4,20.0,3,3,3,4,4,13,19648.0,4,64,19,1233,39,2456.0,1.0,0.0,5.0,2.0,8.372549019607844,3510.176470588235
713,960,0,0,No,3,2fmCon,789.0,0.0,1.0,0.0,171.0,N,RRAn,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,1,Typ,576.0,2.0,Detchd,1970.0,960,0,GasW,1Story,1,Lvl,Gtl,9873,Inside,60.0,Reg,0,190,RL,160.0,BrkFace,No,0,5,BrkSide,288,5,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,960.0,AllPub,0,1970,1970,2006,0.821875,3,2,5,1,3,36,3,3,0,0,36.0,3,1,3,3,3,9,7680.0,4,16,36,966,72,1920.0,1.0,1.0,4.0,0.0,5.12037037037037,1991.7314814814815
714,725,754,0,No,3,1Fam,533.0,0.0,0.0,0.0,192.0,Y,RRAe,Norm,SBrkr,0,HdBoard,Plywood,0,CBlock,2,Typ,475.0,2.0,Attchd,1976.0,1479,1,GasA,2Story,1,Lvl,Gtl,13517,CulDSac,69.30579531442663,IR1,0,60,RL,289.0,BrkFace,No,0,3,Sawyer,44,8,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,725.0,AllPub,0,1976,2005,2010,0.7351724137931035,3,0,6,1,3,34,3,4,0,0,34.0,3,2,3,5,4,14,13224.0,4,36,5,1485,39,2204.0,0.0,1.0,4.0,4.0,5.066225165562914,2135.582781456954
715,1350,0,0,No,3,1Fam,0.0,0.0,0.0,0.0,1064.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,1,CBlock,2,Typ,478.0,2.0,Attchd,1974.0,1350,0,GasA,1Story,1,Lvl,Gtl,10140,Inside,78.0,Reg,0,20,RL,174.0,BrkFace,No,0,8,NWAmes,0,5,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,7,1064.0,AllPub,0,1974,1974,2009,0.0,3,0,1,1,4,35,3,3,3,3,35.0,3,2,3,3,3,11,14484.0,4,36,35,1357,70,2414.0,1.0,0.0,5.0,3.0,6.343511450381679,2864.4045801526718
716,1576,978,0,Grvl,3,1Fam,0.0,0.0,0.0,0.0,718.0,Y,Norm,Norm,SBrkr,143,Wd Sdng,VinylSd,0,BrkTil,1,Typ,704.0,2.0,Detchd,1996.0,2554,1,GasA,2Story,1,Bnk,Gtl,10800,Inside,60.0,Reg,0,70,RM,0.0,None,No,0,7,OldTown,48,8,7,P,0,CompShg,Gable,Normal,WD,0,Pave,8,718.0,AllPub,0,1890,1998,2007,0.0,3,0,1,1,3,117,4,3,0,0,11.0,3,1,3,5,3,15,22904.0,4,49,9,2562,126,3272.0,1.0,1.0,7.0,1.0,5.205020920502092,2229.648535564854
717,1178,0,0,No,3,1Fam,1084.0,0.0,0.0,1.0,92.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,1,CBlock,1,Typ,439.0,2.0,Attchd,1973.0,1178,1,GasA,1Story,1,Lvl,Gtl,10000,Inside,80.0,Reg,0,20,RL,0.0,None,No,0,11,NWAmes,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1176.0,AllPub,224,1973,2000,2008,0.9217687074829932,3,0,4,1,4,35,3,3,3,2,35.0,3,1,3,4,4,11,11770.0,4,25,8,1183,43,2354.0,1.0,0.0,5.0,2.0,6.343511450381679,2864.4045801526718
718,1325,1093,0,No,3,1Fam,1173.0,0.0,1.0,0.0,138.0,Y,Norm,Norm,SBrkr,216,Wd Sdng,ImStucc,1,PConc,2,Typ,983.0,3.0,Attchd,1993.0,2418,1,GasA,2Story,1,Lvl,Gtl,10542,Inside,96.0,Reg,0,60,RL,651.0,BrkFace,No,0,8,NoRidge,154,5,7,Y,0,CompShg,Hip,Normal,WD,0,Pave,9,1311.0,AllPub,250,1993,1994,2008,0.8947368421052632,3,3,6,1,4,15,3,4,0,3,15.0,3,2,3,5,4,12,26103.0,4,49,14,2427,29,3729.0,1.0,1.0,8.0,2.0,7.929577464788732,3914.8591549295775
719,971,0,0,No,3,1Fam,523.0,0.0,0.0,0.0,448.0,Y,Norm,Norm,SBrkr,0,HdBoard,Plywood,1,CBlock,1,Typ,300.0,1.0,Attchd,1969.0,971,1,GasA,1Story,1,Lvl,Gtl,9920,Inside,69.0,IR1,0,20,RL,0.0,None,No,0,5,CollgCr,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,971.0,AllPub,0,1969,1969,2006,0.5386199794026777,3,3,5,1,4,37,3,3,0,1,37.0,3,1,3,3,3,11,9710.0,4,25,37,976,74,1942.0,1.0,0.0,4.0,0.0,6.677902621722846,2654.1685393258426
720,1742,0,0,No,2,1Fam,1148.0,0.0,1.0,0.0,594.0,Y,Norm,Norm,SBrkr,234,HdBoard,HdBoard,1,PConc,2,Typ,564.0,2.0,Attchd,1985.0,1742,0,GasA,1Story,1,Low,Mod,6563,CulDSac,69.30579531442663,IR1,0,120,RL,0.0,None,No,0,12,StoneBr,28,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1742.0,AllPub,114,1985,1985,2006,0.6590126291618829,3,3,6,1,4,21,3,4,0,3,21.0,3,2,3,3,4,13,27872.0,4,64,21,1747,42,3484.0,1.0,0.0,8.0,0.0,8.372549019607844,3510.176470588235
721,848,0,0,No,1,TwnhsE,662.0,0.0,1.0,0.0,186.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,1,Typ,420.0,2.0,Attchd,2004.0,848,0,GasA,1Story,1,Lvl,Gtl,4426,Inside,69.30579531442663,Reg,0,120,RM,169.0,BrkFace,No,0,5,CollgCr,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,3,848.0,AllPub,160,2004,2004,2010,0.7806603773584906,3,2,6,1,4,6,3,4,0,0,6.0,3,2,3,5,4,11,10176.0,4,36,6,851,12,1696.0,0.0,0.0,3.0,4.0,6.677902621722846,2654.1685393258426
722,864,0,0,No,3,1Fam,191.0,0.0,0.0,0.0,673.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,0,CBlock,1,Typ,463.0,2.0,Detchd,1994.0,864,0,GasA,1Story,1,Lvl,Gtl,8120,Inside,70.0,Reg,0,20,RL,0.0,None,No,0,7,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,864.0,AllPub,0,1970,1970,2009,0.22106481481481483,3,0,5,1,3,39,4,3,0,0,15.0,3,1,3,5,3,11,6912.0,4,16,39,869,78,1728.0,1.0,0.0,3.0,3.0,5.334085778781039,2323.331828442438
723,997,473,0,No,4,1Fam,0.0,0.0,0.0,0.0,941.0,Y,Norm,Norm,SBrkr,0,MetalSd,MetalSd,0,PConc,2,Typ,548.0,1.0,Detchd,1958.0,1470,0,GasA,1.5Fin,1,Lvl,Gtl,8172,Inside,60.0,Reg,0,50,RL,0.0,None,No,0,5,Edwards,0,6,4,Y,0,CompShg,Gable,Normal,WD,156,Pave,7,941.0,AllPub,0,1954,1972,2008,0.0,3,0,1,1,3,54,3,3,0,0,50.0,3,1,3,5,3,10,9644.0,4,16,36,1477,90,2411.0,1.0,0.0,5.0,2.0,5.051546391752577,2223.159793814433
724,1698,0,0,No,3,1Fam,1234.0,0.0,1.0,0.0,464.0,Y,Norm,Norm,SBrkr,0,CemntBd,CmentBd,1,PConc,2,Typ,768.0,3.0,Attchd,2007.0,1698,0,GasA,1Story,1,Lvl,Gtl,13286,Inside,86.0,IR1,0,20,RL,340.0,Stone,No,0,2,Edwards,64,5,9,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,1698.0,AllPub,327,2007,2008,2009,0.7267373380447585,3,0,6,1,5,2,3,5,0,4,2.0,3,3,3,5,5,14,30564.0,4,81,1,1706,3,3396.0,1.0,0.0,8.0,3.0,5.051546391752577,2223.159793814433
725,864,0,0,No,3,1Fam,375.0,239.0,0.0,0.0,250.0,Y,Norm,Norm,SBrkr,0,HdBoard,Plywood,0,CBlock,1,Typ,660.0,2.0,Detchd,1989.0,864,0,GasA,1Story,1,Lvl,Gtl,6960,Inside,60.0,Reg,0,20,RL,0.0,None,Shed,500,11,NAmes,0,6,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,864.0,AllPub,96,1970,1970,2009,0.7106481481481481,3,0,5,4,3,39,3,3,0,0,20.0,3,1,3,3,4,10,6912.0,4,16,39,869,78,1728.0,1.0,0.0,3.0,3.0,5.334085778781039,2323.331828442438
726,1680,0,182,No,3,1Fam,808.0,0.0,1.0,0.0,72.0,Y,Norm,Norm,SBrkr,0,Wd Sdng,Plywood,1,CBlock,2,Typ,540.0,2.0,Attchd,1988.0,1680,0,GasA,1Story,1,Lvl,Gtl,21695,Corner,69.30579531442663,IR1,0,20,RL,260.0,BrkFace,No,0,12,Crawfor,44,9,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,880.0,AllPub,292,1988,2007,2009,0.9181818181818182,3,0,6,1,4,21,4,4,0,4,21.0,3,3,3,5,4,15,15360.0,4,36,2,1685,23,2560.0,1.0,0.0,5.0,3.0,6.271844660194175,2759.9514563106795
727,1232,0,0,No,2,1Fam,724.0,0.0,1.0,0.0,508.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,632.0,2.0,Attchd,2007.0,1232,0,GasA,1Story,1,Lvl,Gtl,7314,Inside,64.0,Reg,0,20,RL,82.0,Stone,No,0,2,CollgCr,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1232.0,AllPub,132,2007,2007,2009,0.5876623376623377,3,2,6,1,4,2,3,4,0,0,2.0,3,2,3,5,4,12,17248.0,4,49,2,1238,4,2464.0,1.0,0.0,5.0,3.0,6.677902621722846,2654.1685393258426
728,1776,0,0,No,4,Duplex,0.0,0.0,1.0,0.0,1584.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,CBlock,2,Typ,888.0,3.0,Detchd,1968.0,1776,0,GasA,1Story,2,Lvl,Gtl,11475,Corner,85.0,Reg,0,90,RL,95.0,BrkFace,No,0,7,NAmes,25,5,5,Y,0,CompShg,Gable,Abnorml,COD,0,Pave,9,1584.0,AllPub,0,1958,1958,2009,0.0,3,0,1,1,3,51,3,3,0,0,41.0,3,1,3,3,3,10,16800.0,4,25,51,1785,102,3360.0,1.0,1.0,7.0,3.0,5.334085778781039,2323.331828442438
729,848,0,0,Grvl,2,1Fam,152.0,0.0,0.0,0.0,628.0,Y,Norm,Norm,FuseA,112,MetalSd,MetalSd,0,CBlock,1,Typ,539.0,2.0,Detchd,1962.0,1208,0,GasA,1.5Fin,1,Lvl,Gtl,6240,Inside,52.0,Reg,360,30,RM,0.0,None,No,0,1,IDOTRR,23,5,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,780.0,AllPub,0,1925,1950,2009,0.19487179487179487,3,0,4,1,3,84,3,3,0,0,47.0,3,1,3,3,3,9,7952.0,4,16,59,1213,143,1988.0,1.0,0.0,4.0,3.0,4.731182795698925,1920.5698924731182
730,1616,0,0,No,2,TwnhsE,1180.0,0.0,1.0,0.0,415.0,Y,Norm,Norm,SBrkr,0,CemntBd,CmentBd,1,PConc,2,Typ,608.0,2.0,Attchd,1995.0,1616,0,GasA,1Story,1,Lvl,Gtl,5389,Inside,39.0,IR1,0,120,RL,0.0,None,No,0,3,StoneBr,152,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,1595.0,AllPub,237,1995,1996,2010,0.7398119122257053,3,0,6,1,4,15,3,4,0,3,15.0,3,2,3,5,4,13,25688.0,4,64,14,1621,29,3211.0,0.0,0.0,7.0,4.0,8.372549019607844,3510.176470588235
731,1146,0,0,No,3,1Fam,786.0,0.0,1.0,0.0,82.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,438.0,2.0,Attchd,2003.0,1146,0,GasA,SLvl,1,Lvl,Gtl,9590,Corner,73.0,IR1,0,80,RL,442.0,BrkFace,No,0,5,Timber,22,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,868.0,AllPub,160,2003,2003,2007,0.9055299539170507,3,2,6,1,5,4,3,4,0,4,4.0,3,3,3,5,4,12,14098.0,4,49,4,1152,8,2014.0,1.0,1.0,4.0,1.0,7.194444444444445,3087.347222222222
732,1153,878,0,No,3,1Fam,252.0,0.0,0.0,0.0,901.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,541.0,2.0,Attchd,1998.0,2031,1,GasA,2Story,1,Lvl,Gtl,11404,Inside,75.0,IR1,0,60,RL,202.0,BrkFace,No,0,7,CollgCr,84,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,1153.0,AllPub,192,1998,1999,2008,0.21856027753686036,3,2,5,1,4,10,3,4,0,3,10.0,3,3,3,5,4,12,22288.0,4,49,9,2039,19,3184.0,1.0,1.0,7.0,2.0,6.677902621722846,2654.1685393258426
733,1144,0,0,No,3,1Fam,594.0,0.0,1.0,0.0,270.0,Y,Feedr,Norm,SBrkr,0,HdBoard,HdBoard,1,CBlock,1,Typ,264.0,1.0,Attchd,1961.0,1144,0,GasA,1Story,1,Lvl,Gtl,10000,Corner,80.0,Reg,0,20,RL,0.0,None,Shed,400,3,Sawyer,0,6,5,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,864.0,AllPub,165,1961,1983,2009,0.6875,3,0,4,1,3,48,3,3,2,3,48.0,3,2,3,5,3,11,10040.0,4,25,26,1150,74,2008.0,1.0,0.0,4.0,3.0,5.066225165562914,2135.582781456954
734,948,0,0,No,3,1Fam,0.0,0.0,0.0,0.0,948.0,Y,Norm,Norm,SBrkr,0,Plywood,Plywood,0,PConc,1,Typ,300.0,1.0,Attchd,1968.0,948,0,GasA,1Story,1,Lvl,Gtl,8978,Corner,69.30579531442663,IR1,0,20,RL,0.0,None,No,0,5,Sawyer,0,5,5,Y,0,CompShg,Gable,Family,WD,0,Pave,6,948.0,AllPub,147,1968,1968,2007,0.0,3,0,1,1,3,39,3,3,0,0,39.0,3,1,3,3,3,10,9480.0,4,25,39,954,78,1896.0,1.0,0.0,4.0,1.0,5.066225165562914,2135.582781456954
735,880,888,0,No,2,1Fam,390.0,0.0,0.0,0.0,490.0,N,Norm,Norm,SBrkr,0,Wd Sdng,Wd Sdng,2,BrkTil,1,Typ,320.0,2.0,Detchd,1914.0,1768,1,GasW,2.5Unf,1,Lvl,Gtl,10800,Inside,60.0,Reg,0,75,RM,0.0,None,No,0,10,OldTown,341,7,7,N,0,CompShg,Gable,Normal,WD,0,Pave,6,880.0,AllPub,0,1914,1970,2006,0.4431818181818182,3,1,3,1,4,92,3,3,0,3,92.0,3,1,3,2,3,14,18536.0,4,49,36,1774,128,2648.0,1.0,1.0,6.0,0.0,5.205020920502092,2229.648535564854
736,1040,0,0,No,2,Duplex,0.0,0.0,0.0,0.0,0.0,N,Norm,Norm,FuseF,0,Stucco,Stone,0,CBlock,2,Typ,400.0,2.0,Detchd,1949.0,1040,0,GasA,1Story,2,Lvl,Gtl,8544,Inside,60.0,Reg,0,90,RL,0.0,None,No,0,7,NAmes,0,4,3,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,0.0,AllPub,0,1950,1950,2006,0.0,0,0,0,0,0,56,3,3,0,0,57.0,3,1,3,4,3,7,3120.0,4,9,56,1046,112,1040.0,1.0,1.0,1.0,0.0,5.334085778781039,2323.331828442438
737,901,900,0,No,3,1Fam,0.0,0.0,0.0,0.0,893.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,1,PConc,2,Typ,800.0,3.0,Attchd,2005.0,1801,1,GasA,2Story,1,HLS,Gtl,10463,CulDSac,72.0,IR1,0,60,RL,0.0,None,No,0,6,Gilbert,116,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,893.0,AllPub,0,2005,2005,2006,0.0,3,0,1,1,4,1,3,4,0,4,1.0,3,3,3,5,4,13,21552.0,4,64,1,1809,2,2694.0,1.0,1.0,6.0,0.0,6.515151515151516,2496.2
738,1200,0,0,No,3,Duplex,1200.0,0.0,3.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,Plywood,Plywood,0,CBlock,3,Typ,0.0,0.0,No,0.0,1200,0,GasA,1Story,1,Lvl,Gtl,10800,Inside,60.0,Reg,0,90,RL,0.0,None,No,0,3,Edwards,0,5,5,Y,0,CompShg,Gable,Alloca,WD,0,Pave,5,1200.0,AllPub,120,1987,1988,2009,1.0,4,3,6,1,4,22,3,3,0,0,0.0,0,0,0,3,3,10,12000.0,4,25,21,1205,43,2400.0,1.0,1.0,5.0,3.0,5.051546391752577,2223.159793814433
739,864,864,0,No,3,1Fam,0.0,0.0,0.0,0.0,864.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,572.0,2.0,Attchd,2004.0,1728,1,GasA,2Story,1,Lvl,Gtl,9313,Inside,65.0,IR1,0,60,RL,0.0,None,No,0,4,CollgCr,56,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,864.0,AllPub,187,2004,2004,2009,0.0,3,0,1,1,4,5,3,4,0,0,5.0,3,2,3,5,4,12,18144.0,4,49,5,1735,10,2592.0,1.0,1.0,5.0,3.0,6.677902621722846,2654.1685393258426
740,768,664,0,Grvl,2,1Fam,0.0,0.0,0.0,0.0,264.0,Y,Norm,Norm,SBrkr,112,Wd Sdng,Wd Shng,0,BrkTil,2,Typ,360.0,2.0,Detchd,1910.0,1432,0,GasA,2Story,1,Lvl,Gtl,9600,Inside,60.0,Reg,0,70,RM,0.0,None,No,0,5,OldTown,0,7,5,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,7,264.0,AllPub,270,1910,2002,2007,0.0,2,0,1,1,2,97,4,3,4,0,97.0,4,1,3,5,3,12,8480.0,4,25,5,1439,102,1696.0,1.0,1.0,3.0,1.0,5.205020920502092,2229.648535564854
741,912,0,0,No,3,1Fam,832.0,0.0,1.0,1.0,80.0,Y,Feedr,Norm,SBrkr,0,HdBoard,HdBoard,0,CBlock,1,Typ,288.0,1.0,Detchd,1962.0,912,0,GasA,1Story,1,Lvl,Gtl,6768,Inside,65.0,IR1,0,20,RL,0.0,None,No,0,5,Sawyer,0,8,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,912.0,AllPub,168,1961,1996,2008,0.9122807017543859,3,1,6,1,3,47,4,3,4,0,46.0,3,1,3,4,4,14,10944.0,4,36,12,917,59,1824.0,1.0,0.0,3.0,2.0,5.066225165562914,2135.582781456954
742,1349,0,0,No,3,1Fam,0.0,0.0,0.0,0.0,1349.0,Y,Norm,Norm,SBrkr,0,VinylSd,VinylSd,0,PConc,2,Typ,539.0,2.0,Attchd,2000.0,1349,0,GasA,1Story,1,Lvl,Gtl,8450,Inside,65.0,Reg,0,20,RL,108.0,BrkFace,No,0,12,SawyerW,55,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,1349.0,AllPub,120,2000,2001,2007,0.0,3,0,1,1,4,7,3,3,4,0,7.0,3,1,3,5,3,12,18886.0,4,49,6,1355,13,2698.0,1.0,0.0,6.0,1.0,6.336,2589.048
743,1464,0,0,No,3,1Fam,444.0,0.0,0.0,1.0,76.0,Y,Norm,Norm,SBrkr,0,HdBoard,HdBoard,1,CBlock,2,Min2,480.0,2.0,Attchd,1997.0,1464,0,GasA,SLvl,1,Lvl,Gtl,12886,Inside,70.0,IR1,0,80,RL,0.0,None,No,0,10,Sawyer,0,6,5,Y,0,CompShg,Gable,Normal,WD,100,Pave,6,520.0,AllPub,302,1963,1999,2009,0.8538461538461538,3,2,5,1,4,46,3,3,0,3,12.0,3,2,3,5,3,11,9920.0,4,25,10,1470,56,1984.0,1.0,1.0,4.0,3.0,5.066225165562914,2135.582781456954
